timestamp,x,y,z
1637207923.928,0.284729004,0.471237183,-0.825439394
1637207923.940,0.29208374,0.489105225,-0.826690674
1637207923.960,0.305252105,0.502777129,-0.825134277
1637207923.980,0.309936553,0.511505127,-0.820144653
1637207924.000,0.310943604,0.503662139,-0.815841675
1637207924.020,0.30557254,0.465805084,-0.82295233
1637207924.040,0.312912017,0.472854614,-0.833877563
1637207924.060,0.302246094,0.463043213,-0.833206117
1637207924.079,0.303375274,0.457092315,-0.831588745
1637207924.099,0.310623199,0.456619292,-0.837020874
1637207924.119,0.302307129,0.44934085,-0.836349487
1637207924.139,0.309173614,0.45741275,-0.83416748
1637207924.159,0.314666748,0.473861665,-0.837142885
1637207924.179,0.303024292,0.483001709,-0.83178705
1637207924.199,0.296966583,0.481628418,-0.82838434
1637207924.219,0.295196533,0.489425659,-0.829925537
1637207924.239,0.294784546,0.502197295,-0.826583862
1637207924.258,0.296813995,0.513549834,-0.822723389
1637207924.278,0.293884307,0.515609741,-0.818893433
1637207924.298,0.292175323,0.510406524,-0.81527704
1637207924.318,0.284225494,0.469726592,-0.817214906
1637207924.338,0.27998355,0.452255279,-0.837020874
1637207924.358,0.276184082,0.452835113,-0.847015321
1637207924.377,0.282241821,0.463012725,-0.838531494
1637207924.397,0.280563325,0.462463379,-0.827285707
1637207924.417,0.282775909,0.456207275,-0.833389223
1637207924.437,0.28427127,0.451675415,-0.839508057
1637207924.458,0.282058746,0.450378418,-0.842681885
1637207924.478,0.282485992,0.46673584,-0.839965761
1637207924.512,0.288635284,0.487731934,-0.835708618
1637207924.517,0.296310455,0.495758086,-0.829345703
1637207924.536,0.292404205,0.497161895,-0.828796387
1637207924.556,0.283477783,0.49571228,-0.828445435
1637207924.576,0.272766113,0.485199004,-0.829910278
1637207924.596,0.274490386,0.477859527,-0.830673158
1637207924.616,0.280471802,0.481002837,-0.833450258
1637207924.635,0.276550323,0.481369019,-0.833679199
1637207924.656,0.276351959,0.482223541,-0.831054688
1637207924.676,0.275589019,0.474578917,-0.830551147
1637207924.695,0.276046753,0.464859009,-0.834411561
1637207924.715,0.283477783,0.46333316,-0.83644104
1637207924.735,0.286117584,0.473831207,-0.83581543
1637207924.755,0.28704831,0.480010986,-0.833023012
1637207924.775,0.287689209,0.482940674,-0.832931459
1637207924.795,0.286407501,0.485733062,-0.833480775
1637207924.814,0.290847778,0.490310699,-0.836212158
1637207924.834,0.296127319,0.498794585,-0.838485718
1637207924.855,0.290298492,0.482696533,-0.835601807
1637207924.874,0.268554658,0.452590913,-0.840911806
1637207924.894,0.261276245,0.454101563,-0.845672607
1637207924.914,0.268188506,0.456954986,-0.845199585
1637207924.934,0.27166751,0.474594146,-0.833999634
1637207924.953,0.26953128,0.477661163,-0.831298828
1637207924.973,0.27973935,0.476669312,-0.840484619
1637207924.993,0.287185669,0.475311309,-0.844558716
1637207925.038,0.282974273,0.470672607,-0.839279175
1637207925.039,0.273574859,0.47013855,-0.835906923
1637207925.052,0.270553619,0.475082427,-0.836013794
1637207925.072,0.273574829,0.479202271,-0.838363647
1637207925.092,0.272293121,0.47277835,-0.837341249
1637207925.115,0.264190674,0.462020904,-0.837585449
1637207925.133,0.267822295,0.471191436,-0.838851929
1637207925.153,0.273040771,0.474594146,-0.839523315
1637207925.172,0.279724151,0.474075347,-0.837005556
1637207925.191,0.280166626,0.473892242,-0.833892822
1637207925.211,0.266693145,0.470855713,-0.837753296
1637207925.231,0.264663696,0.473571777,-0.839111269
1637207925.251,0.266540527,0.467514068,-0.839950562
1637207925.270,0.275695831,0.475799561,-0.840911865
1637207925.291,0.275238067,0.470123321,-0.841537476
1637207925.311,0.272354126,0.469024688,-0.846801698
1637207925.331,0.272033721,0.468444854,-0.846679688
1637207925.350,0.271179229,0.471313477,-0.840270996
1637207925.370,0.274703979,0.475875884,-0.839294434
1637207925.390,0.273574859,0.473632813,-0.840286255
1637207925.410,0.273101807,0.469711334,-0.843139648
1637207925.430,0.273803741,0.466445923,-0.843933105
1637207925.451,0.275207549,0.467651367,-0.843612611
1637207925.469,0.272720337,0.476715088,-0.838348329
1637207925.489,0.268936157,0.470397979,-0.839691162
1637207925.509,0.274490386,0.468154907,-0.845733643
1637207925.529,0.272171021,0.472961426,-0.84451288
1637207925.550,0.26953125,0.465087891,-0.839019716
1637207925.569,0.27066043,0.470672607,-0.844299316
1637207925.588,0.270843536,0.473495483,-0.843856812
1637207925.608,0.270401001,0.470581084,-0.836669922
1637207925.628,0.265670747,0.474487305,-0.835113466
1637207925.648,0.268264771,0.474227935,-0.839996338
1637207925.668,0.270629883,0.475601226,-0.844940186
1637207925.688,0.27406314,0.4715271,-0.846832275
1637207925.707,0.278961211,0.473114014,-0.849273682
1637207925.727,0.279586822,0.464218169,-0.846939087
1637207925.748,0.279159546,0.462219238,-0.846343935
1637207925.768,0.277038604,0.466690063,-0.843795776
1637207925.787,0.277404815,0.472061187,-0.839889526
1637207925.807,0.27243045,0.476654083,-0.839401245
1637207925.826,0.275314361,0.473922759,-0.839324951
1637207925.850,0.273086548,0.466415405,-0.839309633
1637207925.869,0.267349243,0.456741333,-0.84211731
1637207925.886,0.263946563,0.45626834,-0.846084535
1637207925.906,0.259750336,0.456817627,-0.843521059
1637207925.926,0.263305664,0.463668823,-0.843978882
1637207925.946,0.266921997,0.469085723,-0.843109131
1637207925.967,0.264480591,0.464996368,-0.845718384
1637207925.986,0.262329102,0.463684112,-0.850784302
1637207926.005,0.259124786,0.464233398,-0.852264404
1637207926.051,0.254959106,0.460845947,-0.848098755
1637207926.052,0.250183135,0.465637237,-0.846038818
1637207926.064,0.25074771,0.468704253,-0.845031738
1637207926.086,0.256469727,0.475280762,-0.844024658
1637207926.104,0.257141143,0.48085025,-0.840438843
1637207926.124,0.253509521,0.475891113,-0.841278017
1637207926.144,0.262954712,0.465820342,-0.847732544
1637207926.164,0.266387939,0.461669892,-0.853286684
1637207926.183,0.265258819,0.463912964,-0.850204468
1637207926.203,0.265197784,0.464141876,-0.84727478
1637207926.223,0.267562866,0.468383819,-0.846664429
1637207926.243,0.268051177,0.468048126,-0.846115053
1637207926.263,0.263259917,0.460510254,-0.847061157
1637207926.283,0.259231597,0.46005249,-0.846923828
1637207926.303,0.257675171,0.469009429,-0.847015381
1637207926.322,0.260635406,0.474090576,-0.847351074
1637207926.343,0.263015747,0.47630313,-0.849731445
1637207926.376,0.261489898,0.47378543,-0.852523744
1637207926.386,0.262039185,0.470718384,-0.850799501
1637207926.402,0.259109497,0.46055606,-0.852294922
1637207926.421,0.258514404,0.45564273,-0.851745605
1637207926.442,0.257797241,0.46031189,-0.846359253
1637207926.461,0.25440979,0.461639404,-0.844787598
1637207926.481,0.247680694,0.454101563,-0.849060059
1637207926.501,0.253479034,0.445083648,-0.857376099
1637207926.521,0.256027222,0.449279785,-0.861389101
1637207926.541,0.259521484,0.449111909,-0.858642519
1637207926.561,0.259048492,0.454772979,-0.856124878
1637207926.582,0.255386382,0.461746246,-0.852905273
1637207926.601,0.252090484,0.470397979,-0.849395692
1637207926.621,0.253265381,0.4794617,-0.845825195
1637207926.641,0.253555328,0.477371216,-0.841262817
1637207926.660,0.254196197,0.471450835,-0.84487915
1637207926.679,0.256088287,0.469192505,-0.853378296
1637207926.700,0.253707916,0.461715698,-0.856369019
1637207926.720,0.252029449,0.461624175,-0.850784302
1637207926.740,0.245071441,0.46736148,-0.845123291
1637207926.759,0.246566802,0.463119507,-0.850723267
1637207926.779,0.248031616,0.463241607,-0.855163515
1637207926.798,0.248428345,0.447784454,-0.854553223
1637207926.819,0.247985855,0.455230743,-0.856521606
1637207926.838,0.25390625,0.459579468,-0.860076845
1637207926.859,0.254333496,0.461807251,-0.858810365
1637207926.878,0.249908462,0.459533721,-0.857437134
1637207926.899,0.248580962,0.461319,-0.854309082
1637207926.918,0.25068666,0.46307376,-0.852981567
1637207926.938,0.247772232,0.45954898,-0.854248047
1637207926.958,0.244796768,0.463150054,-0.854293764
1637207926.978,0.243133545,0.463806152,-0.852813721
1637207926.998,0.246704102,0.46762085,-0.853057802
1637207927.018,0.243057266,0.461471587,-0.855407715
1637207927.037,0.242584243,0.458801299,-0.859176636
1637207927.057,0.242416397,0.457809448,-0.859222353
1637207927.077,0.243225127,0.45942688,-0.857589722
1637207927.118,0.242614761,0.459594756,-0.856994629
1637207927.119,0.238861114,0.455596954,-0.857147157
1637207927.136,0.241165176,0.452880889,-0.861022949
1637207927.157,0.243713394,0.449829131,-0.860320985
1637207927.177,0.241134658,0.447891265,-0.860839784
1637207927.196,0.238937393,0.454101592,-0.859283388
1637207927.216,0.231170669,0.453979522,-0.856719971
1637207927.236,0.231338501,0.454040527,-0.858505249
1637207927.255,0.232391372,0.45375064,-0.86013788
1637207927.276,0.23260501,0.4507294,-0.86038208
1637207927.296,0.237747207,0.453994751,-0.861282349
1637207927.315,0.240905792,0.460250854,-0.862945557
1637207927.335,0.23846437,0.462860137,-0.860031128
1637207927.355,0.235061646,0.459747285,-0.858840942
1637207927.375,0.231124908,0.455474883,-0.859405458
1637207927.395,0.231369033,0.452194244,-0.861282349
1637207927.415,0.236663833,0.45552066,-0.862045288
1637207927.434,0.235534683,0.457107574,-0.860855103
1637207927.455,0.23115541,0.45401004,-0.860534668
1637207927.474,0.230743423,0.455184966,-0.862121582
1637207927.494,0.229171768,0.451904297,-0.864074707
1637207927.514,0.2315979,0.452453583,-0.862716615
1637207927.534,0.236770645,0.451660186,-0.862335205
1637207927.554,0.24055481,0.455413818,-0.862747133
1637207927.573,0.238739014,0.453552246,-0.863906801
1637207927.595,0.23361209,0.453659087,-0.865615845
1637207927.613,0.234085098,0.454055816,-0.866317749
1637207927.632,0.232147232,0.456375152,-0.864379883
1637207927.652,0.230087295,0.451782256,-0.86315918
1637207927.674,0.226593032,0.447570831,-0.862976074
1637207927.693,0.22290042,0.447677612,-0.861679077
1637207927.713,0.224243179,0.453964263,-0.859008789
1637207927.732,0.223632842,0.45501709,-0.860031128
1637207927.752,0.223068252,0.448501617,-0.86315918
1637207927.772,0.222366348,0.445495635,-0.865509093
1637207927.792,0.225830093,0.446685821,-0.869232178
1637207927.812,0.226516739,0.445327759,-0.87046808
1637207927.831,0.224304214,0.44229126,-0.872116089
1637207927.851,0.226196304,0.443634063,-0.871749878
1637207927.871,0.226089492,0.439849854,-0.869873047
1637207927.892,0.226058975,0.440307647,-0.868469238
1637207927.911,0.225753799,0.44279483,-0.869308472
1637207927.931,0.226760879,0.439712495,-0.867874146
1637207927.951,0.22599794,0.443710327,-0.869659424
1637207927.970,0.226333618,0.442001343,-0.870071411
1637207927.992,0.226898208,0.440307647,-0.869796753
1637207928.010,0.228332534,0.441955626,-0.87109375
1637207928.030,0.227478042,0.441558868,-0.869979858
1637207928.050,0.226089492,0.441955566,-0.869171143
1637207928.069,0.226165786,0.444442779,-0.86907959
1637207928.089,0.225814819,0.444244355,-0.870300293
1637207928.110,0.227752686,0.437942535,-0.87210083
1637207928.129,0.229370132,0.435943604,-0.875488281
1637207928.149,0.228424087,0.43409732,-0.87677002
1637207928.169,0.226470962,0.438110352,-0.87512207
1637207928.189,0.223007217,0.437347442,-0.872848511
1637207928.209,0.22422792,0.437026978,-0.871871889
1637207928.229,0.226104751,0.43611145,-0.874450624
1637207928.248,0.225708023,0.440780669,-0.874221802
1637207928.268,0.225219741,0.438903838,-0.872054994
1637207928.288,0.22612001,0.440948516,-0.871520936
1637207928.308,0.226898208,0.440917969,-0.871932983
1637207928.328,0.228240982,0.438522369,-0.87437439
1637207928.348,0.224014297,0.431015015,-0.87348938
1637207928.368,0.227066055,0.431671143,-0.87286377
1637207928.387,0.227157608,0.436401367,-0.873474121
1637207928.407,0.224563614,0.434738189,-0.86807251
1637207928.426,0.222290039,0.436050415,-0.867996216
1637207928.446,0.223846465,0.442352325,-0.867843628
1637207928.466,0.226821914,0.441925079,-0.870773256
1637207928.486,0.225982666,0.43687436,-0.873123109
1637207928.506,0.226699859,0.437805206,-0.877883911
1637207928.526,0.228836074,0.437057525,-0.878707886
1637207928.546,0.228424072,0.436889678,-0.877075195
1637207928.592,0.226669326,0.436813354,-0.873916626
1637207928.593,0.224456787,0.434707612,-0.873840332
1637207928.605,0.224258453,0.437591553,-0.872848511
1637207928.625,0.224563628,0.440002441,-0.867599487
1637207928.645,0.223464981,0.442062408,-0.867034912
1637207928.665,0.220626846,0.440948516,-0.873657227
1637207928.684,0.223007217,0.435745269,-0.875076354
1637207928.705,0.223831192,0.428527832,-0.877227783
1637207928.741,0.223281875,0.432800323,-0.875976503
1637207928.745,0.222656265,0.435302734,-0.87689209
1637207928.770,0.220932007,0.434249848,-0.87399292
1637207928.787,0.221221939,0.433456451,-0.871749878
1637207928.814,0.220794708,0.436889648,-0.872055054
1637207928.829,0.221405044,0.437469482,-0.875610292
1637207928.845,0.220336944,0.436752319,-0.877685547
1637207928.865,0.222579956,0.435821563,-0.874298096
1637207928.884,0.223297149,0.438446045,-0.874237001
1637207928.904,0.221069366,0.439590454,-0.873657227
1637207928.923,0.218017608,0.438140869,-0.872299135
1637207928.943,0.218597427,0.432968169,-0.87348938
1637207928.962,0.2225952,0.430435151,-0.8744964
1637207928.983,0.224288955,0.434768707,-0.874740601
1637207929.003,0.220794693,0.433746338,-0.874771118
1637207929.022,0.217773452,0.431533813,-0.876586914
1637207929.042,0.217559829,0.435638428,-0.872619629
1637207929.074,0.219055176,0.43939209,-0.872222841
1637207929.082,0.224777251,0.442932159,-0.874130189
1637207929.102,0.224624634,0.439376861,-0.876937866
1637207929.122,0.222534209,0.433654785,-0.875656128
1637207929.141,0.222625732,0.437652588,-0.874984682
1637207929.161,0.222457901,0.434783936,-0.87638855
1637207929.181,0.221893325,0.43296814,-0.875778198
1637207929.201,0.222091705,0.435562134,-0.875411987
1637207929.221,0.220214859,0.43472293,-0.874771118
1637207929.241,0.215118423,0.431228667,-0.874984741
1637207929.260,0.216812149,0.428054839,-0.874771118
1637207929.281,0.219253555,0.432449341,-0.876968384
1637207929.300,0.219650269,0.439407349,-0.87525934
1637207929.320,0.21868898,0.443954468,-0.871246338
1637207929.340,0.220474258,0.439346313,-0.870925903
1637207929.360,0.224288955,0.430831939,-0.880859375
1637207929.380,0.22233583,0.427307129,-0.884429932
1637207929.400,0.220794693,0.426818848,-0.879592896
1637207929.420,0.219070449,0.428619415,-0.874954224
1637207929.439,0.217605606,0.43321228,-0.87348938
1637207929.459,0.216842651,0.433029175,-0.87425226
1637207929.479,0.218139663,0.431365997,-0.873428345
1637207929.532,0.219451919,0.435913116,-0.874023438
1637207929.534,0.219680801,0.439086914,-0.876037538
1637207929.538,0.219207779,0.436782837,-0.877044678
1637207929.558,0.214492813,0.432861358,-0.875396729
1637207929.577,0.219055176,0.431762695,-0.87664789
1637207929.598,0.221008301,0.433029145,-0.87715143
1637207929.620,0.222763062,0.433013916,-0.879470825
1637207929.638,0.224731445,0.431091309,-0.876556337
1637207929.657,0.223190308,0.427536041,-0.874038696
1637207929.677,0.219665542,0.426605225,-0.875076294
1637207929.697,0.220138565,0.426925689,-0.879348755
1637207929.716,0.219253555,0.435089141,-0.876419067
1637207929.737,0.217391983,0.43623355,-0.875564516
1637207929.757,0.219329849,0.433609039,-0.878448486
1637207929.776,0.224411026,0.428390503,-0.883880556
1637207929.796,0.223892227,0.431289703,-0.882156372
1637207929.816,0.225708023,0.431961089,-0.874359131
1637207929.836,0.223709121,0.432739288,-0.871246338
1637207929.856,0.221145645,0.432846069,-0.874343872
1637207929.876,0.220413208,0.427475005,-0.877624512
1637207929.896,0.221237198,0.423873931,-0.876495361
1637207929.915,0.222198501,0.428848296,-0.87828064
1637207929.935,0.222244278,0.430099517,-0.881210327
1637207929.955,0.220687881,0.429992676,-0.881744385
1637207929.975,0.217880264,0.432220459,-0.877243042
1637207929.994,0.21812439,0.436416626,-0.874587953
1637207930.014,0.219665527,0.436569214,-0.872451782
1637207930.034,0.220184326,0.436141938,-0.874053955
1637207930.054,0.220031753,0.4298096,-0.874664307
1637207930.074,0.220764175,0.426620483,-0.875228882
1637207930.094,0.22221376,0.428131133,-0.875488281
1637207930.114,0.22384645,0.429122925,-0.879867554
1637207930.134,0.224594116,0.42729187,-0.881759644
1637207930.153,0.22221376,0.421264648,-0.879852235
1637207930.173,0.218856812,0.42137143,-0.879119813
1637207930.193,0.2201996,0.424118072,-0.879058838
1637207930.213,0.220672622,0.430374175,-0.877212524
1637207930.233,0.221603408,0.434906006,-0.871810913
1637207930.253,0.219772354,0.433395386,-0.87399292
1637207930.273,0.224212676,0.433456451,-0.880691528
1637207930.293,0.226104751,0.429229736,-0.879867554
1637207930.312,0.22813417,0.430404663,-0.877059937
1637207930.332,0.229110733,0.428207427,-0.877761841
1637207930.352,0.222473159,0.427764922,-0.877349854
1637207930.372,0.222625732,0.426467866,-0.876205385
1637207930.392,0.225097656,0.428985596,-0.875396669
1637207930.412,0.22511293,0.426864654,-0.878265381
1637207930.432,0.224365264,0.42300415,-0.880172729
1637207930.451,0.224136353,0.429168701,-0.877471864
1637207930.471,0.229049683,0.434005767,-0.874221802
1637207930.492,0.230270401,0.437194824,-0.872467041
1637207930.512,0.228866577,0.432922363,-0.876815736
1637207930.531,0.227661148,0.42829895,-0.878234863
1637207930.551,0.224945083,0.428314209,-0.875854492
1637207930.571,0.226989761,0.428054839,-0.873809814
1637207930.591,0.229660049,0.425476104,-0.876403809
1637207930.611,0.227813751,0.425292969,-0.880874634
1637207930.631,0.22618106,0.427688628,-0.877563477
1637207930.650,0.219635025,0.428772002,-0.87361145
1637207930.670,0.2201996,0.428909302,-0.875595033
1637207930.690,0.223175049,0.427810669,-0.87840265
1637207930.710,0.228698745,0.429504424,-0.878738403
1637207930.730,0.231613174,0.429763824,-0.87878418
1637207930.749,0.229827911,0.431961089,-0.877639771
1637207930.769,0.227081329,0.42817691,-0.874389648
1637207930.789,0.225570694,0.426437408,-0.874435425
1637207930.809,0.227050796,0.428619415,-0.876419067
1637207930.832,0.227172881,0.428573608,-0.874557495
1637207930.851,0.227722168,0.429763824,-0.876815796
1637207930.872,0.227294937,0.425918609,-0.87852478
1637207930.888,0.22845459,0.425094604,-0.879730165
1637207930.908,0.228286758,0.432540923,-0.878860474
1637207930.928,0.228439331,0.435516387,-0.876205444
1637207930.948,0.22984314,0.434768677,-0.876037538
1637207930.969,0.230468765,0.431121826,-0.874160767
1637207930.988,0.233566314,0.429138213,-0.873657227
1637207931.007,0.238983169,0.427841187,-0.87612915
1637207931.027,0.236114502,0.430755585,-0.879089296
1637207931.047,0.22940065,0.426361114,-0.873458862
1637207931.067,0.229080215,0.417022735,-0.874420166
1637207931.086,0.233001709,0.413406342,-0.879760683
1637207931.132,0.233886734,0.409484863,-0.879989624
1637207931.133,0.238616958,0.417633086,-0.876358032
1637207931.146,0.238952652,0.428848267,-0.872772157
1637207931.165,0.235504165,0.429946929,-0.874801636
1637207931.186,0.226776153,0.424530059,-0.876159668
1637207931.206,0.222915649,0.424194306,-0.879928529
1637207931.225,0.219924957,0.427276641,-0.880340576
1637207931.246,0.223510742,0.42578128,-0.882217407
1637207931.265,0.2305298,0.43208316,-0.880599916
1637207931.285,0.228347793,0.43548581,-0.875854433
1637207931.305,0.228820831,0.431945801,-0.87399292
1637207931.325,0.227111816,0.43220523,-0.873565674
1637207931.344,0.226959229,0.420059204,-0.876525879
1637207931.364,0.229858413,0.416625977,-0.882354736
1637207931.385,0.229995728,0.417434692,-0.88168335
1637207931.404,0.226089507,0.419067413,-0.880142212
1637207931.424,0.222915664,0.427001953,-0.875839233
1637207931.444,0.224700943,0.433334351,-0.874008179
1637207931.464,0.228164673,0.43749997,-0.874404848
1637207931.513,0.22952272,0.434127808,-0.875915468
1637207931.515,0.227767974,0.433258086,-0.878326356
1637207931.523,0.22605896,0.432525635,-0.875350893
1637207931.543,0.22650148,0.432449371,-0.872924805
1637207931.562,0.230392471,0.432342559,-0.873550415
1637207931.583,0.232131988,0.429092437,-0.875366211
1637207931.603,0.231063873,0.425079376,-0.880050659
1637207931.622,0.228973404,0.424118072,-0.880752563
1637207931.642,0.230285659,0.422836334,-0.880508423
1637207931.662,0.232009903,0.42652896,-0.877365112
1637207931.682,0.231903106,0.431335479,-0.875900269
1637207931.701,0.230056778,0.43107608,-0.874740601
1637207931.722,0.227462798,0.431976348,-0.876373291
1637207931.741,0.227020264,0.429321259,-0.875305116
1637207931.761,0.222808853,0.429367095,-0.874908447
1637207931.781,0.219009414,0.426773101,-0.875778198
1637207931.801,0.223693877,0.426574737,-0.87487793
1637207931.821,0.230239868,0.432739258,-0.874313295
1637207931.842,0.234619156,0.434417754,-0.875518799
1637207931.861,0.230606094,0.430923462,-0.877731323
1637207931.880,0.227493301,0.42326358,-0.877868593
1637207931.900,0.228286743,0.422332764,-0.879699707
1637207931.920,0.228302017,0.419372559,-0.881652832
1637207931.940,0.230560318,0.425247192,-0.876785278
1637207931.980,0.230834976,0.425750732,-0.875778198
1637207931.996,0.231170684,0.42980957,-0.876373291
1637207932.005,0.230102554,0.432434112,-0.87638855
1637207932.020,0.226409927,0.42906189,-0.875717163
1637207932.057,0.224884048,0.425186157,-0.877868652
1637207932.060,0.225891128,0.42338562,-0.878524721
1637207932.079,0.226760864,0.425354004,-0.877059937
1637207932.099,0.227035537,0.426925659,-0.874633789
1637207932.119,0.225967422,0.428695679,-0.875762939
1637207932.139,0.228851318,0.423950195,-0.879608154
1637207932.159,0.229522735,0.421386749,-0.881393433
1637207932.178,0.230499282,0.420303345,-0.881011963
1637207932.198,0.230209351,0.422225952,-0.881439209
1637207932.218,0.230682403,0.423675537,-0.87890625
1637207932.238,0.228714004,0.425750732,-0.876953125
1637207932.258,0.226394668,0.427093506,-0.875183046
1637207932.277,0.226135269,0.422592193,-0.876708984
1637207932.297,0.22789003,0.425003052,-0.879959106
1637207932.317,0.228622451,0.422302246,-0.878311098
1637207932.337,0.226898208,0.425201446,-0.880065918
1637207932.357,0.227615371,0.42086792,-0.877807617
1637207932.377,0.228866577,0.430877686,-0.877426088
1637207932.397,0.230239883,0.42829895,-0.876052856
1637207932.416,0.229568481,0.420455933,-0.880538881
1637207932.436,0.232116714,0.417739898,-0.88281244
1637207932.456,0.227813736,0.421020508,-0.878601074
1637207932.496,0.223297134,0.426116973,-0.876296997
1637207932.500,0.221496567,0.424819946,-0.877075136
1637207932.517,0.226547241,0.421615601,-0.877944887
1637207932.536,0.228668228,0.42503354,-0.880584657
1637207932.555,0.225128204,0.429000854,-0.87852478
1637207932.575,0.228286743,0.430450469,-0.875076294
1637207932.595,0.229354858,0.431793213,-0.877929628
1637207932.615,0.232574493,0.427810699,-0.88117981
1637207932.635,0.229080215,0.419891387,-0.880340576
1637207932.655,0.226089507,0.419204742,-0.8802948
1637207932.675,0.226242065,0.418167084,-0.880020082
1637207932.694,0.225509644,0.4217529,-0.87715143
1637207932.716,0.220870987,0.425369263,-0.872940004
1637207932.735,0.222686797,0.428283721,-0.87701416
1637207932.754,0.224700943,0.429107696,-0.878051758
1637207932.773,0.228775039,0.427780181,-0.878677368
1637207932.793,0.231201187,0.428649902,-0.881072998
1637207932.813,0.226699844,0.426986724,-0.87739563
1637207932.834,0.222457916,0.422424346,-0.875686646
1637207932.853,0.224121109,0.421218872,-0.877441406
1637207932.873,0.229202285,0.420043975,-0.880630493
1637207932.892,0.230484024,0.417831421,-0.881820619
1637207932.912,0.227828994,0.417099029,-0.880813599
1637207932.932,0.227203369,0.418518066,-0.880569398
1637207932.952,0.227310196,0.421279937,-0.880477905
1637207932.972,0.230255142,0.425262451,-0.878799438
1637207932.992,0.228988677,0.425064117,-0.8802948
1637207933.012,0.230056778,0.424804717,-0.877441406
1637207933.032,0.227325454,0.425918609,-0.876800537
1637207933.052,0.228118911,0.418914825,-0.881118774
1637207933.072,0.231170669,0.423080474,-0.882125854
1637207933.091,0.229431167,0.424499542,-0.876144409
1637207933.111,0.228881851,0.423751831,-0.87638855
1637207933.131,0.225845322,0.42604062,-0.876846254
1637207933.151,0.234329253,0.412948638,-0.885437012
1637207933.171,0.237319961,0.423599273,-0.884216309
1637207933.190,0.222137451,0.417617798,-0.876235962
1637207933.210,0.223129287,0.422409087,-0.875961304
1637207933.230,0.223495483,0.426544189,-0.87425226
1637207933.250,0.232925445,0.428909332,-0.875701904
1637207933.270,0.237091079,0.43119812,-0.878707886
1637207933.291,0.23229982,0.426971465,-0.879241943
1637207933.310,0.22863771,0.426757813,-0.877166748
1637207933.330,0.226928726,0.421936035,-0.877243042
1637207933.350,0.231307998,0.420196533,-0.881439209
1637207933.370,0.23014833,0.419128418,-0.880172729
1637207933.390,0.229476944,0.421005279,-0.876037598
1637207933.409,0.228591934,0.425613433,-0.87361145
1637207933.429,0.233062759,0.428054839,-0.876937866
