timestamp,accel_x,accel_y,accel_z
1637208259701,104.3306,17.9932,13.9318
1637208259717,103.7828,19.9159,13.6535
1637208259733,103.2167,19.8071,12.1694
1637208259749,103.9837,19.0271,11.7427
1637208259763,104.0567,18.7006,12.559
1637208259779,102.961,18.6462,12.1509
1637208259795,103.2349,19.7164,11.3717
1637208259809,104.7141,17.9751,12.2251
1637208259825,104.5315,18.1383,11.5016
1637208259841,104.4037,20.4056,12.3549
1637208259855,104.7141,20.5689,14.6738
1637208259871,104.4767,20.5326,13.5422
1637208259887,104.6228,19.5713,13.1897
1637208259901,104.495,19.1178,12.8558
1637208259917,103.1253,19.3718,11.9654
1637208259933,103.8923,19.2629,12.5033
1637208259947,104.8602,19.535,13.0228
1637208259963,103.7463,20.587,13.8205
1637208259979,103.381,20.587,13.9503
1637208259993,104.0202,19.7708,12.8187
1637208260009,106.1751,19.2811,12.188
1637208260025,108.1474,19.6438,12.6703
1637208260039,107.9282,20.061,12.1138
1637208260055,107.216,19.6801,12.2993
1637208260071,105.4081,19.6438,12.2251
1637208260085,103.7828,20.2787,12.0396
1637208260101,102.9975,20.8772,11.0935
1637208260117,102.5044,18.7732,10.8709
1637208260133,102.7236,19.2085,11.6871
1637208260147,104.0384,19.3899,9.5723
1637208260163,104.5498,18.5011,10.7039
1637208260179,106.1568,20.0429,12.3364
1637208260193,106.5586,20.188,11.8726
1637208260209,106.5038,19.1722,12.8002
1637208260225,104.7689,20.061,13.5607
1637208260239,104.3124,20.0429,11.7056
1637208260255,104.7507,19.1904,11.0193
1637208260271,104.9333,19.136,9.9062
1637208260285,105.7368,19.009,10.0917
1637208260301,105.4264,18.9183,13.8761
1637208260317,105.3168,18.7188,13.5051
1637208260331,105.3898,20.2968,12.5775
1637208260347,105.609,20.5507,11.6314
1637208260363,105.2803,19.3899,11.817
1637208260377,106.723,19.0634,12.8744
1637208260393,107.7456,19.1178,14.1173
1637208260409,105.2255,18.483,12.3364
1637208260423,104.842,16.8868,12.9857
1637208260439,105.4811,17.7937,12.93
1637208260455,103.9654,18.7369,11.7427
1637208260469,103.6002,19.3536,11.4459
1637208260485,103.5271,19.4806,13.9318
1637208260501,102.6323,17.6123,14.2471
1637208260517,102.961,17.5942,13.2454
1637208260531,104.3489,18.3197,14.3584
1637208260547,106.0473,18.1746,14.0987
1637208260563,106.1568,17.5942,13.2268
1637208260577,106.7412,17.6123,13.3567
1637208260593,106.1386,18.8095,13.5607
1637208260609,105.0976,18.356,14.748
1637208260623,104.1298,18.0658,15.5642
1637208260639,105.3898,17.5761,15.0077
1637208260655,104.2028,18.0295,15.9909
1637208260669,103.4175,17.6486,14.7109
1637208260685,102.6688,16.9231,14.7851
1637208260701,102.9792,16.3789,14.4512
1637208260715,103.1253,17.177,14.3213
1637208260731,103.034,18.229,15.3416
1637208260747,105.1889,18.6099,16.4918
1637208260761,105.0246,17.7574,14.7294
1637208260777,103.6002,17.2133,12.9115
1637208260793,103.0523,17.1407,12.3178
1637208260807,103.8193,17.2496,13.5236
1637208260823,103.1801,18.3741,14.8593
1637208260839,103.2532,18.4286,15.6199
1637208260853,104.2028,19.2448,15.6384
1637208260869,104.0932,19.7708,16.3805
1637208260885,103.3262,18.0658,15.4529
1637208260901,103.7645,17.304,15.7683
1637208260915,104.0567,18.0839,16.1208
1637208260931,103.9837,16.125,16.6958
1637208260947,104.2941,16.651,18.4767
1637208260961,104.8602,17.177,17.3822
1637208260977,104.4767,18.4648,15.4158
1637208260993,104.0019,19.535,14.3399
1637208261007,103.5819,19.5894,15.5642
1637208261023,103.4175,20.8954,16.6402
1637208261039,103.7828,20.6052,17.2338
1637208261053,103.8741,19.2085,15.9167
1637208261069,103.7097,18.2109,15.4715
1637208261085,103.6367,18.3923,16.195
1637208261099,104.7689,17.7212,15.6199
1637208261115,104.0932,17.4491,16.6216
1637208261131,104.148,17.1952,14.8964
1637208261145,104.8054,19.4624,13.9503
1637208261161,103.3993,19.2448,14.2657
1637208261177,102.7784,20.2424,16.195
1637208261191,103.9654,20.1336,15.6755
1637208261207,104.3124,19.0997,16.5845
1637208261223,104.4767,19.0997,16.2135
1637208261237,105.8829,18.4648,15.824
1637208261253,106.2116,18.5011,17.0112
1637208261269,106.3577,17.6668,16.028
1637208261285,105.6638,17.7937,15.7498
1637208261299,104.9515,17.83,16.399
1637208261315,103.801,19.0634,17.4008
1637208261331,102.4314,20.1154,16.3619
1637208261345,102.4497,20.0792,14.8408
1637208261361,103.381,20.6777,14.915
1637208261377,103.6002,18.9546,15.9724
1637208261391,103.2714,19.0634,16.9741
1637208261407,101.847,20.3149,16.5845
1637208261423,102.1757,21.8567,17.8275
1637208261437,104.1845,20.4963,17.3822
1637208261453,104.148,18.1383,17.1596
1637208261469,103.8558,18.483,16.937
1637208261483,104.0202,19.6438,16.5289
1637208261499,104.7872,19.5713,17.846
1637208261515,105.5724,20.6414,17.6048
1637208261529,104.7872,22.2739,16.8999
1637208261545,102.8697,20.2243,16.3434
1637208261561,103.2897,19.6438,17.1596
1637208261575,102.3036,19.3536,19.7197
1637208261591,101.7009,18.882,19.5712
1637208261607,103.1801,19.009,18.5509
1637208261621,104.1298,18.8457,16.2877
1637208261637,103.6732,18.3016,15.4529
1637208261653,104.3306,19.1178,17.4193
1637208261669,105.7733,18.5918,19.3301
1637208261683,105.335,19.0271,18.7921
1637208261699,104.8602,20.6233,17.8275
1637208261715,103.7097,20.8954,16.3805
1637208261729,104.5315,19.3173,16.6031
1637208261745,104.1663,19.408,17.5121
1637208261761,102.8514,18.5737,18.4767
1637208261775,104.5315,19.1178,19.9794
1637208261791,104.495,18.4648,18.0501
1637208261807,104.7689,18.8457,15.9167
1637208261821,104.7507,18.5555,17.6048
1637208261837,103.1801,19.0815,17.4564
1637208261853,104.1115,19.4262,17.4193
1637208261867,104.1115,19.2448,15.8796
1637208261883,103.9471,19.6438,14.9335
1637208261899,104.3124,18.356,13.9132
1637208261913,103.0888,18.3741,14.6552
1637208261929,103.1801,18.1383,16.1208
1637208261945,104.8602,19.0453,17.2524
1637208261959,104.2758,18.9183,15.8796
1637208261975,103.9837,18.882,15.7498
1637208261991,104.3672,18.4286,15.657
1637208262005,103.9106,18.5918,16.1579
1637208262021,103.4358,18.2653,15.4344
1637208262037,102.9427,18.5737,14.7666
1637208262053,103.1436,19.8071,14.5625
1637208262067,104.1115,19.4624,15.2674
1637208262083,104.568,18.3379,15.3787
1637208262099,104.2393,18.8276,14.9335
1637208262113,104.2211,19.6257,15.2674
1637208262129,104.4037,18.0295,16.0651
1637208262145,104.6959,17.9388,18.2912
1637208262159,104.8785,18.882,17.308
1637208262175,104.7872,18.229,17.4193
1637208262191,104.5863,19.2085,17.8646
1637208262205,104.8054,19.3899,18.2541
1637208262221,104.5133,18.3741,18.0686
1637208262237,103.4723,17.431,18.1614
1637208262251,102.5775,18.0114,16.399
1637208262267,101.7192,18.2472,15.3231
1637208262283,102.0662,18.6644,14.5439
1637208262297,102.7236,18.6281,15.3045
1637208262313,102.9792,18.483,15.4344
1637208262329,103.6549,19.3536,15.7312
1637208262343,104.1663,19.3355,16.5474
1637208262359,104.4219,19.0997,16.195
1637208262375,104.3854,17.6123,15.3045
1637208262389,104.0932,17.7212,13.5793
1637208262405,104.3672,18.7006,14.8593
1637208262421,105.0794,18.0839,15.657
1637208262437,105.0246,17.4491,15.4158
1637208262451,105.0246,18.9546,14.9892
1637208262467,104.0019,20.9861,14.3399
1637208262483,104.4219,21.5121,15.2303
1637208262497,104.148,19.7345,15.9724
1637208262513,104.7507,18.3197,15.1561
1637208262529,103.1253,17.2858,14.21
1637208262543,103.1801,19.4987,14.4697
1637208262559,104.2758,21.367,15.824
1637208262575,103.8558,20.587,15.8054
1637208262589,104.6594,20.4419,15.3787
1637208262605,104.9333,20.6959,15.3973
1637208262621,103.801,18.6644,14.3584
1637208262635,104.8237,19.5531,13.9318
1637208262651,102.6323,19.009,15.7683
1637208262667,104.4767,19.2992,13.8761
1637208262681,104.8602,19.2448,13.8205
1637208262697,104.2576,19.662,14.8408
1637208262713,104.3306,19.0453,14.4697
1637208262727,105.5359,19.5531,14.21
1637208262743,105.2803,19.6438,13.468
1637208262759,104.5133,19.3355,14.7109
1637208262773,104.2758,18.4467,13.9318
1637208262789,104.6594,18.8095,13.6535
1637208262805,103.4906,18.2835,13.0042
1637208262821,103.9837,19.7345,13.8576
1637208262835,101.6461,19.4806,13.5422
1637208262851,102.5044,19.3899,13.7277
1637208262867,105.2985,18.8095,14.3399
1637208262881,105.7003,16.8505,16.0837
1637208262897,105.7733,18.3016,13.8205
1637208262913,106.4125,18.6281,13.0599
1637208262927,106.4855,17.4854,12.9486
1637208262943,105.9925,18.7188,13.1712
1637208262959,105.2437,19.535,13.2083
1637208262973,104.2576,19.0453,13.0042
1637208262989,103.4175,17.8663,14.0802
1637208263005,104.3124,16.5966,15.1932
1637208263019,103.6367,16.7054,15.6755
1637208263035,103.3993,17.0863,16.3619
1637208263051,102.2488,17.177,13.8576
1637208263065,103.5454,18.5737,14.1358
1637208263081,104.2393,17.5942,14.0802
1637208263097,103.6549,17.304,14.915
1637208263111,103.728,18.9727,15.824
1637208263127,104.0384,18.7369,14.581
1637208263143,104.0384,19.4262,17.0669
1637208263157,103.5819,19.3718,14.5439
1637208263173,103.3262,18.0295,13.8947
1637208263189,102.9245,16.9049,14.2471
1637208263205,104.842,16.9231,13.7277
1637208263219,105.0063,19.0634,15.2674
1637208263235,104.2758,19.0634,15.2489
1637208263251,105.0246,18.5193,15.5271
1637208263265,105.609,18.882,16.0095
1637208263281,104.4402,17.6305,15.1747
1637208263297,104.2941,17.05,13.9503
1637208263311,105.4081,17.5398,13.0413
1637208263327,105.1159,16.4515,13.4865
1637208263343,103.9106,18.3197,15.8611
1637208263357,103.1071,19.7345,16.6216
1637208263373,102.9062,19.5713,16.1764
1637208263389,102.7784,19.7527,15.9353
1637208263403,103.7097,18.8276,15.0448
1637208263419,103.2349,17.9751,14.21
1637208263435,102.7784,17.3765,14.9892
1637208263449,104.4767,17.7937,15.5828
1637208263465,104.075,18.6281,13.7834
1637208263481,104.2758,18.7188,14.21
1637208263495,103.8558,17.7937,13.8761
1637208263511,104.4767,17.8663,14.3213
1637208263527,103.9106,16.252,16.195
1637208263541,103.8741,15.4357,17.0298
1637208263557,104.495,16.9049,15.1376
1637208263573,105.2072,17.8663,14.8037
1637208263589,104.4037,18.4648,13.4865
1637208263603,105.682,19.1904,14.3399
1637208263619,105.7185,18.483,14.3584
1637208263635,104.0567,18.5374,13.5236
1637208263649,103.2714,18.6462,13.0784
1637208263665,104.3672,18.0295,13.2454
1637208263681,104.0384,17.2133,13.4865
1637208263695,103.6732,17.6123,12.2993
1637208263711,103.6002,17.1589,13.4309
1637208263727,103.1253,16.8505,14.6923
1637208263741,102.5957,18.229,15.6384
1637208263757,102.7418,18.7913,15.5642
1637208263773,104.3854,19.9522,14.9521
1637208263787,104.568,19.3899,15.7869
1637208263803,105.2437,18.2653,16.2506
1637208263819,105.3168,17.9025,14.5996
1637208263833,104.915,18.4648,14.748
1637208263849,104.6228,17.6486,13.839
1637208263865,105.3898,17.8663,14.8037
1637208263879,104.5315,17.5942,15.6384
1637208263895,104.0019,18.6281,16.6958
1637208263911,102.961,18.5555,16.5474
1637208263925,103.6184,18.6099,15.5457
1637208263941,104.0567,17.4672,14.5254
1637208263957,103.8741,17.9207,13.8019
1637208263973,103.9837,18.4104,15.1932
1637208263987,104.3854,17.9932,16.733
1637208264003,104.1298,18.9364,15.8982
1637208264019,105.2985,19.3536,14.9892
1637208264033,105.3898,19.2266,16.4176
1637208264049,104.7324,18.6462,16.2135
1637208264065,104.6228,17.5942,14.2842
1637208264079,103.801,16.7598,15.286
1637208264095,102.8879,16.9594,16.195
1637208264111,103.4175,16.4152,16.6587
1637208264125,102.4679,16.7961,16.3248
1637208264141,103.1619,16.9775,15.7683
1637208264157,104.1845,17.0138,15.1376
1637208264171,104.2211,16.9775,17.308
1637208264187,104.3854,18.5737,17.0669
1637208264203,104.8785,17.703,15.9724
1637208264217,104.0019,17.3947,15.2489
1637208264233,103.7828,17.4128,16.4361
1637208264249,104.7141,17.2133,15.3231
1637208264263,105.262,18.6099,18.6622
1637208264279,104.8054,17.1589,18.4025
1637208264295,105.9377,17.0863,16.2692
1637208264309,105.5542,18.0839,16.195
1637208264325,104.6411,19.1178,16.2321
1637208264341,104.148,20.2787,15.7869
1637208264357,105.4264,21.0405,16.733
1637208264371,105.8464,22.2739,17.2709
1637208264387,104.6228,21.6753,16.1022
1637208264403,103.728,20.5145,16.566
1637208264417,102.3401,19.0634,17.2338
1637208264433,103.1253,18.2109,17.0298
1637208264449,103.8558,18.5374,16.0837
1637208264463,104.0384,17.6486,16.5474
1637208264479,103.7097,17.1589,16.8999
1637208264495,103.6549,18.5193,16.0466
1637208264509,101.9018,19.3718,16.0466
1637208264525,102.2122,19.1178,17.3822
1637208264541,103.2714,17.8663,16.4361
1637208264555,102.8332,17.5398,17.2338
1637208264571,103.4175,18.2472,18.7921
1637208264587,105.1524,19.4806,18.1428
1637208264601,104.7324,20.061,20.1834
1637208264617,105.4446,18.9002,20.7029
1637208264633,106.1751,18.9727,19.4043
1637208264647,105.0611,18.3741,19.3115
1637208264663,103.3262,18.6462,18.5138
1637208264679,102.4862,17.8844,16.4361
1637208264693,103.3445,17.9207,16.6216
1637208264709,104.5863,19.136,16.7515
1637208264725,103.1984,19.9522,17.4564
1637208264741,102.3766,19.3536,16.9556
1637208264755,102.1575,19.1541,16.8814
1637208264771,103.2532,18.5011,16.3805
1637208264787,103.3445,19.408,17.9388
1637208264801,104.8968,18.6825,18.1057
1637208264817,104.842,19.1904,17.9944
1637208264833,105.5724,19.0634,19.0333
1637208264847,106.0107,18.3379,18.5324
1637208264863,104.6959,19.8978,17.4379
1637208264879,104.3854,20.6777,18.7921
1637208264893,103.1071,20.5145,18.5138
1637208264909,103.8923,20.2605,17.6048
1637208264925,104.9698,19.9885,17.1225
1637208264939,104.8602,19.3536,16.6402
1637208264955,104.5133,18.8276,15.824
1637208264971,103.5088,19.1541,15.824
1637208264985,103.4175,19.2266,14.7666
1637208265001,103.034,18.9908,14.4697
1637208265017,103.3993,19.0815,14.9892
1637208265031,102.9062,19.8615,16.6031
1637208265047,102.6323,18.1746,16.8999
1637208265063,103.7097,18.4648,18.4767
1637208265077,105.1889,19.2266,17.475
1637208265093,106.0655,19.0453,18.5695
1637208265109,105.7733,19.4262,18.3654
1637208265125,104.2758,18.1746,18.1985
1637208265139,104.7141,18.7732,18.4767
1637208265155,104.6411,18.4467,18.013
1637208265171,104.1115,18.5374,18.588
1637208265185,103.5819,18.8457,17.9944
1637208265201,103.0888,19.3899,17.679
1637208265217,102.5957,20.0792,17.4193
1637208265231,102.1027,20.2968,18.2727
1637208265247,102.7053,18.8639,18.588
1637208265263,104.3854,19.8252,18.0872
1637208265277,105.2437,19.934,18.1057
1637208265293,104.8785,20.0973,16.7701
1637208265309,104.2941,19.2266,16.8072
1637208265323,104.1115,19.0634,15.3045
1637208265339,103.8376,18.8457,15.9724
1637208265355,102.8149,19.2085,15.9909
1637208265369,102.3401,19.0634,16.0837
1637208265385,103.1436,18.7188,17.9202
1637208265401,103.6915,18.8639,17.475
1637208265415,103.8923,20.188,19.7568
1637208265431,102.1757,19.8071,17.8646
1637208265447,103.381,19.8615,18.3469
1637208265461,104.2393,20.7684,16.3063
1637208265477,104.6411,21.2219,17.1782
1637208265493,103.8558,19.9159,17.3637
1637208265509,104.2758,19.9159,18.384
1637208265523,105.1707,19.2811,16.3063
1637208265539,104.2393,18.5555,15.9353
1637208265555,103.3262,18.7369,17.2338
1637208265569,103.2349,21.2037,17.1225
1637208265585,103.8923,20.3331,15.6384
1637208265601,104.9515,20.2968,16.4361
1637208265615,104.8054,19.4262,17.1782
1637208265631,105.3716,20.4782,16.8628
1637208265647,104.7872,20.2061,16.9927
1637208265661,104.7507,19.4624,17.6605
1637208265677,103.8558,19.9885,16.8628
1637208265693,103.4358,19.6801,17.3451
1637208265707,103.8193,20.2243,15.6941
1637208265723,105.0976,21.113,15.8796
1637208265739,105.2803,20.5326,17.0854
1637208265753,103.6367,20.6233,16.0651
1637208265769,103.2897,21.113,17.104
1637208265785,102.8697,20.2968,16.2506
1637208265799,103.9471,20.4601,16.2506
1637208265815,103.9654,20.2424,17.2338
1637208265831,104.1115,20.0792,17.8275
1637208265845,104.0384,20.0973,17.1782
1637208265861,105.1707,20.9679,16.8072
1637208265877,104.8237,20.6959,16.4361
1637208265893,103.1619,21.0586,16.5103
1637208265907,103.2167,20.4782,15.3416
1637208265923,103.2532,18.9546,15.6941
1637208265939,102.8149,19.3899,16.3063
1637208265953,103.6732,20.2061,16.7701
1637208265969,103.381,19.662,17.8089
1637208265985,103.2714,19.408,17.6976
1637208265999,103.1436,19.8978,16.4547
1637208266015,102.8697,19.136,16.3434
1637208266031,103.1984,19.3536,15.8054
1637208266045,103.9471,18.6825,16.3434
1637208266061,104.6594,19.2992,18.217
1637208266077,105.2255,18.8639,16.9741
1637208266091,105.4994,18.8095,18.1243
1637208266107,105.6638,19.3718,17.9202
1637208266123,104.4219,18.7913,16.566
1637208266137,105.4264,18.5193,15.3973
1637208266153,104.3672,19.7164,16.2877
1637208266169,102.6688,18.7913,16.3805
1637208266183,103.1984,20.5145,17.6234
1637208266199,104.8602,19.7164,16.8443
1637208266215,104.2758,18.5555,16.2692
1637208266229,104.3854,18.9727,15.1932
1637208266245,103.801,19.2266,16.1764
1637208266261,103.6915,20.4782,17.3451
1637208266277,104.5498,21.1856,17.5677
1637208266291,104.4767,20.0066,16.0095
1637208266307,104.0019,19.3899,15.1747
1637208266323,102.6871,18.3197,15.8796
1637208266337,103.6367,19.1178,17.308
1637208266353,104.7689,19.9522,18.1614
1637208266369,105.7185,18.9727,18.8107
1637208266383,103.4541,18.6099,19.2373
1637208266399,103.7828,19.5169,20.0721
1637208266415,104.6411,19.4806,19.3672
1637208266429,103.7645,19.535,18.8663
1637208266445,103.3993,19.2992,15.5086
1637208266461,104.568,19.136,14.006
1637208266475,103.1071,18.6281,13.4494
1637208266491,101.6279,18.7732,16.3248
1637208266507,100.66,19.5169,16.0466
1637208266521,102.0662,21.2581,15.7869
1637208266537,103.5819,19.8796,16.1022
1637208266553,103.2714,18.882,17.4379
1637208266567,104.1663,19.0453,17.9388
1637208266583,104.5133,19.3718,17.9573
1637208266599,104.6776,18.7369,17.1782
1637208266613,105.8829,19.8978,16.9185
1637208266629,107.1065,22.02,17.2153
1637208266645,105.0429,20.8954,16.6402
1637208266661,104.3124,19.5169,16.9556
1637208266675,104.495,19.3899,17.475
1637208266691,103.6184,18.8276,16.7515
1637208266707,103.4541,19.0634,16.7515
1637208266721,103.4723,20.2061,15.1005
1637208266737,102.7784,19.2629,14.9335
1637208266753,103.1436,20.3149,16.1579
1637208266767,103.5819,18.7913,16.2877
1637208266783,104.148,19.934,16.3248
1637208266799,104.3672,19.934,15.2489
1637208266813,103.8741,20.2968,14.0802
1637208266829,103.7645,19.3355,14.8037
1637208266845,103.4723,19.1178,14.8408
1637208266859,103.5271,18.8276,16.9556
1637208266875,102.5044,18.5555,16.9185
1637208266891,103.308,18.6281,16.0651
1637208266905,102.6323,19.4987,13.7834
1637208266921,102.9792,19.934,15.49
1637208266937,103.7828,21.0223,16.9741
1637208266951,104.7141,19.8434,16.5103
1637208266967,103.7645,19.3718,15.6755
1637208266983,103.6002,20.0066,14.748
1637208266997,103.4906,20.8228,14.6738
1637208267013,103.7645,21.7842,14.7294
1637208267029,102.9792,20.2605,14.4697
1637208267045,102.9975,18.4104,14.21
1637208267059,103.728,20.2424,13.9318
1637208267075,102.8879,21.1856,14.2471
1637208267091,101.8835,21.2037,12.7074
1637208267105,103.7828,21.9474,14.7109
1637208267121,104.1115,20.2605,16.028
1637208267137,104.6776,19.8252,14.8779
1637208267151,105.4081,20.587,13.0784
1637208267167,105.8646,20.0973,11.65
1637208267183,104.9515,21.1675,13.5978
1637208267197,104.7324,21.9293,13.0228
1637208267213,105.7185,23.7612,13.6535
1637208267229,106.102,22.0562,13.2268
1637208267243,105.5177,20.3694,12.2622
1637208267259,104.4585,20.188,12.559
1637208267275,104.3672,19.7708,12.6332
1637208267289,103.9471,19.0271,12.2622
1637208267305,103.6184,20.587,12.8744
1637208267321,101.9748,21.3488,13.468
1637208267335,101.8653,21.8748,14.1173
1637208267351,102.5044,21.1675,13.2639
1637208267367,102.8332,19.7164,13.2825
1637208267381,103.5819,19.4443,11.7427
1637208267397,105.8646,19.934,11.3903
1637208267413,106.6134,20.3331,11.7242
1637208267429,105.9742,21.6935,12.3549
1637208267443,105.1159,22.3646,14.6181
1637208267459,103.5088,21.893,14.1358
1637208267475,102.5227,22.6548,15.0448
1637208267489,102.2853,21.0042,12.1323
1637208267505,102.5227,20.1698,12.763
1637208267521,103.7463,20.7321,12.763
1637208267535,104.2758,22.0562,14.1544
1637208267551,103.801,21.4214,15.6013
1637208267567,102.4131,21.1856,14.0802
1637208267581,102.7236,21.9293,13.1526
